Title,Congress,House,Sponsor,SponsorParty,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL
A resolution supporting the goals and ideals of National Domestic Violence Awareness Month.,117,Senate,Dianne Feinstein,D,Resolution agreed to in Senate without amendment and with a preamble by Voice Vote. (consideration: CR S6747; text: 10/11/2022 CR S6473-6474),11,16,2022,https://www.congress.gov/117/bills/sres827/BILLS-117sres827ats.pdf
"Of inquiry requesting the President and directing the Secretary of Defense to transmit to the House of Representatives any record created on or after January 21, 2021, under the control of the President or the Secretary, respectively, that refers to the Department of Defense and includes certain terms and phrases relating to gender.",117,House,Andrew Clyde,R,Referred to the House Committee on Armed Services.,11,16,2022,https://www.congress.gov/117/bills/hres1475/BILLS-117hres1475ih.pdf
Providing for consideration of the bill (S. 4524) to limit the judicial enforceability of predispute nondisclosure and nondisparagement contract clauses relating to disputes involving sexual assault and sexual harassment; and for other purposes.,117,House,Mary Scanlon,D,Motion to reconsider laid on the table Agreed to without objection.,11,15,2022,https://www.congress.gov/117/bills/hres1464/BILLS-117hres1464eh.pdf
The Jackie Walorski Maternal and Child Home Visiting Reauthorization Act of 2022,117,House,DANNY DAVIS,D,"House Committee on Energy and Commerce Granted an extension for further consideration ending not later than Nov. 30, 2022.",11,15,2022,https://www.congress.gov/117/bills/hr8876/BILLS-117hr8876ih.pdf
"To authorize the location of a monument on the National Mall to commemorate and honor the women's suffrage movement and the passage of the 19th Amendment to the Constitution, and for other purposes.",117,House,Joe Neguse,D,Referred to the House Committee on Natural Resources.,11,3,2022,https://www.congress.gov/117/bills/hr9268/BILLS-117hr9268ih.pdf
Menstrual Equity For All Act of 2021,117,House,Grace Meng,D,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",11,1,2022,https://www.congress.gov/117/bills/hr3614/BILLS-117hr3614ih.pdf
Abortion Care Awareness Act of 2022,117,House,CAROLYN MALONEY,D,Referred to the House Committee on Energy and Commerce.,10,28,2022,https://www.congress.gov/117/bills/hr9247/BILLS-117hr9247ih.pdf
Original National Domestic Violence Awareness Month Resolution of 2022,117,House,Al Green,D,Referred to the House Committee on Education and Labor.,10,28,2022,https://www.congress.gov/117/bills/hres1451/BILLS-117hres1451ih.pdf
HHS Reproductive and Sexual Health Ombuds Act of 2022,117,House,Nikema Williams,D,Referred to the House Committee on Energy and Commerce.,10,28,2022,https://www.congress.gov/117/bills/hr9254/BILLS-117hr9254ih.pdf
Supporting Women COPS Act of 2022,117,House,Deborah Ross,D,Referred to the House Committee on the Judiciary.,10,25,2022,https://www.congress.gov/117/bills/hr9235/BILLS-117hr9235ih.pdf
"Recognizing and commemorating the 100th anniversary of the birth of His Holiness Pramukh Swami Maharaj, the spiritual leader of the BAPS Swaminarayan Sanstha.",117,House,Andrew Garbarino,R,Referred to the House Committee on Oversight and Reform.,10,25,2022,https://www.congress.gov/117/bills/hres1447/BILLS-117hres1447ih.pdf
Condemning the Kingdom of Saudi Arabia's inhumane treatment of Salma al-Shehab and other women's rights defenders.,117,House,Jackie Speier,D,Referred to the House Committee on Foreign Affairs.,10,21,2022,https://www.congress.gov/117/bills/hres1444/BILLS-117hres1444ih.pdf
Caring for Mothers Act of 2022,117,House,Beth Van Duyne,R,Referred to the House Committee on Energy and Commerce.,10,21,2022,https://www.congress.gov/117/bills/hr9222/BILLS-117hr9222ih.pdf
INFO for Reproductive Care Act of 2022,117,House,Lori Trahan,D,Referred to the House Committee on Energy and Commerce.,10,21,2022,https://www.congress.gov/117/bills/hr9220/BILLS-117hr9220ih.pdf
Women Who Worked on the Home Front World War II Memorial Act,117,House,ELEANOR NORTON,D,Placed on Senate Legislative Calendar under General Orders. Calendar No. 540.,10,18,2022,https://www.congress.gov/117/bills/hr3531/BILLS-117hr3531rs.pdf
"To prohibit the use of Federal funds to develop, implement, facilitate, or fund any sexually-oriented program, event, or literature for children under the age of 10, and for other purposes.",117,House,Mike Johnson,R,"Referred to the Committee on Oversight and Reform, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",10,18,2022,NA
"Reaffirming the preemptive authority of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 301 et seq.) and the Public Health Service Act (42 U.S.C. 201 et seq.) (including regulations thereunder) with respect to State laws that inhibit access to or use of any reproductive health product.",117,House,Mondaire Jones,D,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",10,14,2022,https://www.congress.gov/117/bills/hres1434/BILLS-117hres1434ih.pdf
"To amend title 38, United States Code, to provide for the retroactive payment of benefits for veterans with covered mental health conditions based on military sexual trauma, and for other purposes.",117,House,Salud Carbajal,D,Referred to the House Committee on Veterans' Affairs.,10,11,2022,NA
Safe Leave for Victims of Domestic Violence Act,117,House,Stephanie Bice,R,"Referred to the Committee on Education and Labor, and in addition to the Committees on Oversight and Reform, and House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",10,4,2022,https://www.congress.gov/117/bills/hr9125/BILLS-117hr9125ih.pdf
"Recognizing the roles and the contributions of United States certified nurse-midwives and certified midwives in providing high-quality, evidence-based, and cost-effective health care services to women and childbearing families.",117,House,LUCILLE ROYBAL-ALLARD,D,Referred to the House Committee on Energy and Commerce.,9,30,2022,https://www.congress.gov/117/bills/hres1419/BILLS-117hres1419ih.pdf
"Expressing the sense of the House of Representatives that the United States Postal Service should issue a commemorative postage stamp honoring Lewis Howard Latimer, in recognition of his distinctive life, scientific achievements, and his civic contributions to technological advancement, to commemorate the upcoming 175th year anniversary of his birth and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp be issued.",117,House,Grace Meng,D,Referred to the House Committee on Oversight and Reform.,9,30,2022,https://www.congress.gov/117/bills/hres1417/BILLS-117hres1417ih.pdf
Expressing the sense of Congress that a commemorative postage stamp should be issued in honor of Ava Gardner on her 100th birthday.,117,House,David Rouzer,R,Referred to the House Committee on Oversight and Reform.,9,30,2022,https://www.congress.gov/117/bills/hconres111/BILLS-117hconres111ih.pdf
A concurrent resolution recognizing the significance of equal pay and the disparity in wages paid to men as compared to wages paid to Black women.,117,Senate,Raphael Warnock,D,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S5561-5562)",9,29,2022,https://www.congress.gov/117/bills/sconres48/BILLS-117sconres48is.pdf
"A concurrent resolution commending the bravery, courage, and resolve of the women and men of Iran demonstrating in more than 80 cities and risking their safety to speak out against the Iranian regime's human rights abuses.",117,Senate,Robert Menendez,D,Referred to the Committee on Foreign Relations. (text: CR S5561),9,29,2022,https://www.congress.gov/117/bills/sconres47/BILLS-117sconres47is.pdf
"Commending the bravery, courage, and resolve of the women and men of Iran demonstrating in more than 80 cities and risking their safety to speak out against the Iranian regime's human rights abuses.",117,House,Claudia Tenney,R,"Referred to the Subcommittee on Middle East, North Africa and Global Counterterrorism.",9,29,2022,https://www.congress.gov/117/bills/hconres110/BILLS-117hconres110ih.pdf
Protecting the Health and Wellness of Babies and Pregnant Women in Custody Act,117,Senate,Amy Klobuchar,D,Read twice and referred to the Committee on the Judiciary.,9,29,2022,https://www.congress.gov/117/bills/s5027/BILLS-117s5027is.pdf
Healthy Moms and Babies Act,117,Senate,Charles Grassley,R,Read twice and referred to the Committee on Finance.,9,29,2022,https://www.congress.gov/117/bills/s5015/BILLS-117s5015is.pdf
Reproductive Health Care Accessibility Act,117,House,Cori Bush,D,Referred to the House Committee on Energy and Commerce.,9,29,2022,https://www.congress.gov/117/bills/hr9040/BILLS-117hr9040ih.pdf
A resolution commending and congratulating the Las Vegas Aces basketball team on winning the 2022 Women's National Basketball Association championship.,117,Senate,Catherine Cortez Masto,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S5164-5165; text: CR S5231)",9,28,2022,https://www.congress.gov/117/bills/sres806/BILLS-117sres806ats.pdf
A resolution condemning the detention and death of Mahsa Amini and calling on the Government of Iran to end its systemic persecution of women.,117,Senate,Christopher Coons,D,Referred to the Committee on Foreign Relations. (text: CR S5230),9,28,2022,https://www.congress.gov/117/bills/sres803/BILLS-117sres803is.pdf
Sexual Abuse Services in Detention Act,117,Senate,Brian Schatz,D,Read twice and referred to the Committee on the Judiciary.,9,28,2022,https://www.congress.gov/117/bills/s4979/BILLS-117s4979is.pdf
A bill to require the Secretary of the Army to establish sex-neutral high fitness standards for combat Military Occupational Specialties (MOSs).,117,Senate,Joni Ernst,R,Read twice and referred to the Committee on Armed Services.,9,27,2022,https://www.congress.gov/117/bills/s4957/BILLS-117s4957is.pdf
Protecting Reproductive Freedom Act,117,House,Patrick Ryan,D,Referred to the House Committee on Energy and Commerce.,9,22,2022,https://www.congress.gov/117/bills/hr8976/BILLS-117hr8976ih.pdf
Recognizing the significance of equal pay and the disparity in wages paid to men and to Black women.,117,House,Alma Adams,D,Referred to the House Committee on Education and Labor.,9,22,2022,https://www.congress.gov/117/bills/hconres108/BILLS-117hconres108ih.pdf
"Acknowledging and commemorating the World War II women in the Navy who served in the Women Accepted for Volunteer Emergency Service (""WAVES"").",117,House,Elaine Luria,D,Referred to the House Committee on Armed Services.,9,22,2022,https://www.congress.gov/117/bills/hres1388/BILLS-117hres1388ih.pdf
"Recognizing September 22nd, 2022, as the Order of the Sons and Daughters of Italy in America, Colombo-Stella Lodge 1149 Day.",117,House,Jim Costa,D,Referred to the House Committee on Oversight and Reform.,9,22,2022,https://www.congress.gov/117/bills/hres1385/BILLS-117hres1385ih.pdf
"Expressing support for the designation of September 23, 2022, as ""Mary Church Terrell Day"", and calling on Congress to recognize Mary Church Terrell's lasting contributions to the civil rights and women's rights movements.",117,House,ELEANOR NORTON,D,Referred to the House Committee on Oversight and Reform.,9,21,2022,https://www.congress.gov/117/bills/hres1381/BILLS-117hres1381ih.pdf
A resolution recognizing the history of women's professional baseball in Indiana.,117,Senate,Mike Braun,R,"Referred to the Committee on Commerce, Science, and Transportation. (text: CR S4865)",9,20,2022,https://www.congress.gov/117/bills/sres786/BILLS-117sres786is.pdf
Access to Reproductive Care for Servicemembers Act,117,House,Jason Crow,D,Referred to the House Committee on Armed Services.,9,20,2022,https://www.congress.gov/117/bills/hr8916/BILLS-117hr8916ih.pdf
Congratulating the Las Vegas Aces for winning the 2022 Women's National Basketball Association Finals.,117,House,Dina Titus,D,Referred to the House Committee on Oversight and Reform.,9,20,2022,https://www.congress.gov/117/bills/hres1374/BILLS-117hres1374ih.pdf
Protect Pregnancy Care Centers Act of 2022,117,House,CHRISTOPHER SMITH,R,Referred to the House Committee on the Judiciary.,9,20,2022,https://www.congress.gov/117/bills/hr8926/BILLS-117hr8926ih.pdf
"A resolution supporting the designation of September 19, 2022, as ""National Stillbirth Prevention Day"", recognizing tens of thousands of American families that have endured a stillbirth, and seizing the opportunity to keep other families from experiencing the same tragedy.",117,Senate,Jeff Merkley,D,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S4824)",9,19,2022,https://www.congress.gov/117/bills/sres771/BILLS-117sres771is.pdf
"Supporting the designation of September 19, 2022, as ""National Stillbirth Prevention Day"", recognizing tens of thousands of American families that have endured a stillbirth, and seizing the opportunity to keep other families from experiencing the same tragedy.",117,House,Alma Adams,D,Referred to the House Committee on Energy and Commerce.,9,19,2022,https://www.congress.gov/117/bills/hres1363/BILLS-117hres1363ih.pdf
